"code","timestamp_started","timestamp_ended","attacker_id","attacker_name","attacker_faction","attacker_factionname","defender_id","defender_name","defender_faction","defender_factionname","result","stealthed","respect","is_interrupted","chain","raid","ranked_war","respect_gain","respect_loss","fair_fight","war","retaliation","group_attack","overseas","chain_bonus","warlord_bonus","duration"
"a2960a1e366982d4db295249821cf383",1747523851,1747523856,"1718214","AnakinPrime","44404","S.C.A.R. - DELTA GREEN",3193362,"Vendratt",7115,"Republic Of Futuria","Attacked",1,3.51,FALSE,4,0,1,3.51,0.88,1.17,2,1,1,1.25,1,1,5
"f1b7bdc1a9c3aca84509649df22ccaf7",1747525011,1747525014,"3373563","DDisme","44404","S.C.A.R. - DELTA GREEN",3085870,"blaze4dayzyt",7115,"Republic Of Futuria","Attacked",1,3.52,FALSE,1,0,1,3.52,0.88,1.57,2,1,1,1,1,1,3
"6a7d49ef9e16a43393185ade611c6efb",1747525104,1747525112,"1718214","AnakinPrime","44404","S.C.A.R. - DELTA GREEN",3193362,"Vendratt",7115,"Republic Of Futuria","Attacked",1,3.51,FALSE,2,0,1,3.51,0.88,1.17,2,1,1,1.25,1,1,8
"bbe3e55da05d5c91e95c3fc996ae116f",1747526583,1747526589,"1718214","AnakinPrime","44404","S.C.A.R. - DELTA GREEN",3193362,"Vendratt",7115,"Republic Of Futuria","Attacked",1,3.51,FALSE,1,0,1,3.51,0.88,1.17,2,1,1,1.25,1,1,6
"229df0857495074e91d15529f76554ae",1747527202,1747527215,"3480133","kinhaszik","44404","S.C.A.R. - DELTA GREEN",3085870,"blaze4dayzyt",7115,"Republic Of Futuria","Attacked",1,6.07,FALSE,1,0,1,6.07,1.52,2.71,2,1,1,1,1,1,13
"77a3351f28b830f76c40ee60985f507b",1747527237,1747527249,"3480133","kinhaszik","44404","S.C.A.R. - DELTA GREEN",513141,"Deathsgift66",7115,"Republic Of Futuria","Attacked",0,6.72,FALSE,2,0,1,6.72,1.68,3,2,1,1,1,1,1,12
"bda0a8b0e15dfe3986510e6864b05617",1747527263,1747527275,"3480133","kinhaszik","44404","S.C.A.R. - DELTA GREEN",3233643,"Dzhobina",7115,"Republic Of Futuria","Attacked",1,5.27,FALSE,3,0,1,5.27,1.32,2.31,2,1,1,1,1,1,12
"715137f1d814b23348f129e1b8458822",1747527775,1747527777,"1718214","AnakinPrime","44404","S.C.A.R. - DELTA GREEN",3193362,"Vendratt",7115,"Republic Of Futuria","Attacked",1,3.51,FALSE,1,0,1,3.51,0.88,1.17,2,1,1,1.25,1,1,2
"837de490e1ef560accd20f0657cf0aad",1747528716,1747528719,"1718214","AnakinPrime","44404","S.C.A.R. - DELTA GREEN",3193362,"Vendratt",7115,"Republic Of Futuria","Attacked",1,3.51,FALSE,1,0,1,3.51,0.88,1.17,2,1,1,1.25,1,1,3
"325145e1d7d2830deb48c697d78b0c59",1747530291,1747530294,"2703657","Deathholder","44404","S.C.A.R. - DELTA GREEN",3331969,"GoREErebus",44404,"S.C.A.R. - DELTA GREEN","Hospitalized",1,0,FALSE,0,0,0,0,0,1,1,1,1,1,1,1,3
"4c8f222f3a4e4754dfa2f99023af8625",1747530315,1747530320,"2703657","Deathholder","44404","S.C.A.R. - DELTA GREEN",2581514,"Thomas_shelbi",7115,"Republic Of Futuria","Attacked",1,4.2,FALSE,1,0,1,4.2,1.05,1.68,2,1,1,1,1,1,5
"d05c557774ef083d46bee284839bda36",1747530330,1747530334,"2703657","Deathholder","44404","S.C.A.R. - DELTA GREEN",3409196,"Skullwolf",7115,"Republic Of Futuria","Attacked",1,4.28,FALSE,2,0,1,4.28,1.07,1.77,2,1,1,1,1,1,4
"01393a4da58023c91bb834065785dc20",1747530364,1747530366,"2703657","Deathholder","44404","S.C.A.R. - DELTA GREEN",2734377,"Jamas",7115,"Republic Of Futuria","Attacked",1,3.58,FALSE,3,0,1,3.58,0.9,1.53,2,1,1,1,1,1,2
"5db2b5f5bd5b21b1aa7165f5dcf78272",1747530382,1747530388,"2703657","Deathholder","44404","S.C.A.R. - DELTA GREEN",3195854,"Flantas",7115,"Republic Of Futuria","Attacked",0,7.02,FALSE,4,0,1,7.02,1.76,2.9,2,1,1,1,1,1,6
"d5e0541602c6bfbae9dab73ecf6c6d60",1747530414,1747530420,"2703657","Deathholder","44404","S.C.A.R. - DELTA GREEN",3123508,"Jovansa",7115,"Republic Of Futuria","Attacked",0,4.83,FALSE,5,0,1,4.83,1.21,1.93,2,1,1,1,1,1,6
"969eab1e5d9491846ef4fd35f7828370",1747530432,1747530435,"2703657","Deathholder","44404","S.C.A.R. - DELTA GREEN",3407541,"Illuminerosy",7115,"Republic Of Futuria","Attacked",1,3.11,FALSE,6,0,1,3.11,0.78,1.33,2,1,1,1,1,1,3
"9632bb4baf3c4273be4219feac936700",1747530445,1747530449,"2703657","Deathholder","44404","S.C.A.R. - DELTA GREEN",3246256,"Izomi",7115,"Republic Of Futuria","Attacked",1,2.92,FALSE,7,0,1,2.92,0.73,1.27,2,1,1,1,1,1,4
"05190de8101110892e8e59f6c7dd2f01",1747530459,1747530461,"2703657","Deathholder","44404","S.C.A.R. - DELTA GREEN",3233643,"Dzhobina",7115,"Republic Of Futuria","Attacked",1,2.49,FALSE,8,0,1,2.49,0.62,1.09,2,1,1,1,1,1,2
"220ab892dffa8003bc690d5f10adb880",1747530470,1747530472,"2703657","Deathholder","44404","S.C.A.R. - DELTA GREEN",3085870,"blaze4dayzyt",7115,"Republic Of Futuria","Attacked",1,2.49,FALSE,9,0,1,2.49,0.62,1.11,2,1,1,1,1,1,2
"25681837682aa8195df016029a7cf30e",1747530481,1747530506,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",2755676,"_ToAsTYyy",7115,"Republic Of Futuria","Stalemate",0,0,FALSE,0,0,0,0,0,1,1,1,1,1,1,1,25
"2f34e8ff506df63c22715d6646bf5aac",1747530521,1747530526,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",2755676,"_ToAsTYyy",7115,"Republic Of Futuria","Lost",0,0,FALSE,0,0,0,0,0,1,1,1,1,1,1,1,5
"2d4754f8bfec62e3640879f240e9a5db",1747530562,1747530565,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",1560503,"Accgad",7115,"Republic Of Futuria","Attacked",1,10,FALSE,10,0,1,10,2.5,2.19,2,1,1,1,10,1,3
"c46e6e054f8ca29bf5d07374e1d399dc",1747530604,1747530629,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",2642145,"Jackeman",7115,"Republic Of Futuria","Attacked",0,8.48,FALSE,11,0,1,8.48,2.12,3,2,1,1,1,1.01,1,25
"07b2df7453980953bc69e753dc3b0b0e",1747530641,1747530643,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",2557691,"Martins1978",7115,"Republic Of Futuria","Interrupted",0,0,TRUE,0,0,0,0,0,1,1,1,1,1,1,1,2
"4b553609aa70fb9456cb51ee0a17aeef",1747530700,1747530702,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",2557691,"Martins1978",7115,"Republic Of Futuria","Attacked",1,8.19,FALSE,12,0,1,8.19,2.05,2.93,2,1,1,1,1.02,1,2
"5d23c2ee50d464da9414326a531ebf8c",1747530713,1747530725,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",2733957,"KJMTurbo",7115,"Republic Of Futuria","Attacked",0,8.65,FALSE,13,0,1,8.65,2.16,3,2,1,1,1,1.03,1,12
"38c10fc0fd7bbee179e8ab33e3db7c24",1747530817,1747530826,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",2695187,"theNorthIsEast",7115,"Republic Of Futuria","Attacked",0,8.86,FALSE,14,0,1,8.86,2.22,3,2,1,1,1,1.04,1,9
"9f16d4ddd90c8c42481a8b7353088a2c",1747530833,1747530837,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",2755676,"_ToAsTYyy",7115,"Republic Of Futuria","Attacked",0,8.61,FALSE,15,0,1,8.61,2.15,3,2,1,1,1,1.04,1,4
"7277790933c044b553e9cbebfcaf252c",1747530846,1747530849,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",2016360,"Fisphorus",7115,"Republic Of Futuria","Interrupted",0,0,TRUE,0,0,0,0,0,1,1,1,1,1,1,1,3
"824500bbbdd66a8abbc7f32d7210583d",1747531006,1747531011,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",1021188,"FunkyCrunchy",7115,"Republic Of Futuria","Attacked",0,7.02,FALSE,16,0,1,7.02,1.76,2.55,2,1,1,1,1.05,1,5
"c6f616d1340df2814ee72e8571b910fa",1747531014,1747531029,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",2697406,"MacGyverDel",7115,"Republic Of Futuria","Attacked",0,9.22,FALSE,17,0,1,9.22,2.31,3,2,1,1,1,1.06,1,15
"0a5c3f0f85a05dd53229e45050198c5e",1747531033,1747531036,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",1729003,"Never",7115,"Republic Of Futuria","Attacked",1,3.75,FALSE,18,0,1,3.75,0.94,1.77,2,1,1,1,1.06,1,3
"6e2eedefd2c1f88b777433f372dd6bc0",1747531049,1747531064,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",2453360,"MotoHazard",7115,"Republic Of Futuria","Attacked",0,7.96,FALSE,19,0,1,7.96,1.99,3,2,1,1,1,1.07,1,15
"ae5503737a067960a262b18caa3416a8",1747531077,1747531079,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",3385461,"Fairytails",7115,"Republic Of Futuria","Attacked",1,2.45,FALSE,20,0,1,2.45,0.61,1.03,2,1,1,1,1.08,1,2
"75967ff97cba70d6622e64035c64b5f7",1747531096,1747531105,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",1982362,"Kiwi6578",7115,"Republic Of Futuria","Attacked",0,8.88,FALSE,21,0,1,8.88,2.22,3,2,1,1,1,1.08,1,9
"e9265be2087539de9fa610c3196bdccd",1747531186,1747531190,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",3195854,"Flantas",7115,"Republic Of Futuria","Attacked",1,3.67,FALSE,22,0,1,3.67,0.92,1.39,2,1,1,1,1.09,1,4
"a305eb85f64027843772cf64b80f30c0",1747531243,1747531253,"2658805","Ghosts","44404","S.C.A.R. - DELTA GREEN",2726984,"Cajones",7115,"Republic Of Futuria","Lost",0,0,FALSE,0,0,0,0,0,1,1,1,1,1,1,1,10
"ea0423bc73a3ec8a13a522de7dec71d9",1747531536,1747531548,"3480133","kinhaszik","44404","S.C.A.R. - DELTA GREEN",3085870,"blaze4dayzyt",7115,"Republic Of Futuria","Mugged",1,4.55,FALSE,0,0,1,4.55,1.14,2.71,2,1,1,1,1,1,12
"1f609b5a9df5ef07e09bd411290f0636",1747532638,1747532641,"2740244","BigDre96","44404","S.C.A.R. - DELTA GREEN",3195854,"Flantas",7115,"Republic Of Futuria","Attacked",0,3.46,FALSE,1,0,1,3.46,0.87,1.43,2,1,1,1,1,1,3
"f809cf3e4455e4b92987bd46aebfca51",1747532728,1747532730,"2740244","BigDre96","44404","S.C.A.R. - DELTA GREEN",3123508,"Jovansa",7115,"Republic Of Futuria","Attacked",0,3.03,FALSE,2,0,1,3.03,0.76,1.21,2,1,1,1,1,1,2
"9f56b9a03256559e18470db0fa153419",1747532793,1747532795,"2740244","BigDre96","44404","S.C.A.R. - DELTA GREEN",2376633,"EmiliaClark",7115,"Republic Of Futuria","Interrupted",0,0,TRUE,0,0,0,0,0,1,1,1,1,1,1,1,2
"e87d29d14c18006f0a4dbca23069485f",1747533882,1747533886,"3373563","DDisme","44404","S.C.A.R. - DELTA GREEN",3407541,"Illuminerosy",7115,"Republic Of Futuria","Attacked",0,6.25,FALSE,1,0,1,6.25,1.56,2.67,2,1,1,1,1,1,4
"af9069f12194d81bd8feefb0984c2035",1747533890,1747533894,"3373563","DDisme","44404","S.C.A.R. - DELTA GREEN",3246256,"Izomi",7115,"Republic Of Futuria","Attacked",0,5.43,FALSE,2,0,1,5.43,1.36,2.36,2,1,1,1,1,1,4
"353e326291ebb1d94280e418d50939c5",1747533996,1747534000,"2703657","Deathholder","44404","S.C.A.R. - DELTA GREEN",2581514,"Thomas_shelbi",7115,"Republic Of Futuria","Attacked",1,4.2,FALSE,3,0,1,4.2,1.05,1.68,2,1,1,1,1,1,4
"43cdee740aa7dc79d25e8858cbc0fd7f",1747534011,1747534014,"2703657","Deathholder","44404","S.C.A.R. - DELTA GREEN",3085870,"blaze4dayzyt",7115,"Republic Of Futuria","Attacked",1,2.49,FALSE,4,0,1,2.49,0.62,1.11,2,1,1,1,1,1,3
"29e762f4413ee27e907b15c878828af3",1747534450,1747534454,"2900993","Hitman36097","44404","S.C.A.R. - DELTA GREEN",3233643,"Dzhobina",7115,"Republic Of Futuria","Attacked",0,3.74,FALSE,1,0,1,3.74,0.94,1.64,2,1,1,1,1,1,4
"23e3468fe6f53bcf566cf528522aebf4",1747534511,1747534513,"2740244","BigDre96","44404","S.C.A.R. - DELTA GREEN",2734377,"Jamas",7115,"Republic Of Futuria","Attacked",0,2.62,FALSE,2,0,1,2.62,0.66,1.12,2,1,1,1,1,1,2
"9ec3785650156ebb147470cc7e757861",1747534591,1747534598,"3373563","DDisme","44404","S.C.A.R. - DELTA GREEN",3246256,"Izomi",7115,"Republic Of Futuria","Hospitalized",0,8.14,FALSE,3,0,1,8.14,2.04,2.36,2,1.5,1,1,1,1,7
"f909f823cd42d3111a3451f774c8a6c6",1747535056,1747535060,"3373563","DDisme","44404","S.C.A.R. - DELTA GREEN",3246256,"Izomi",7115,"Republic Of Futuria","Hospitalized",0,5.43,FALSE,1,0,1,5.43,1.36,2.36,2,1,1,1,1,1,4
"94aae6d39f00f0c96a2f2704cc5aa690",1747535659,1747535662,"3373563","DDisme","44404","S.C.A.R. - DELTA GREEN",3233643,"Dzhobina",7115,"Republic Of Futuria","Hospitalized",0,3.26,FALSE,1,0,1,3.26,0.82,1.43,2,1,1,1,1,1,3
"a1f59fec4b1690194492ef1798f8f537",1747536115,1747536120,"3480133","kinhaszik","44404","S.C.A.R. - DELTA GREEN",3085870,"blaze4dayzyt",7115,"Republic Of Futuria","Mugged",1,4.55,FALSE,1,0,1,4.55,1.14,2.71,2,1,1,1,1,1,5
"583255ce6026429ff1c9202d68b4ccc8",1747536124,1747536132,"3480133","kinhaszik","44404","S.C.A.R. - DELTA GREEN",513141,"Deathsgift66",7115,"Republic Of Futuria","Mugged",0,5.04,FALSE,2,0,1,5.04,1.26,3,2,1,1,1,1,1,8
"6d698dd5b53fef0bc74e29d28decec73",1747536530,1747536552,"3425041","kkcc","44404","S.C.A.R. - DELTA GREEN",3663460,"LexiBird",7115,"Republic Of Futuria","Escape",0,0,FALSE,0,0,0,0,0,1,1,1,1,1,1,1,22
"d91ebc7bfc7da8d472d4f4f57d9944b4",1747537343,1747537352,"3373563","DDisme","44404","S.C.A.R. - DELTA GREEN",2082271,"DeadlyTonic",7115,"Republic Of Futuria","Attacked",0,7.14,FALSE,1,0,1,7.14,1.79,3,2,1,1,1,1,1,9
"0e4773f25f356f12a834debb7f689ea8",1747537356,1747537362,"3373563","DDisme","44404","S.C.A.R. - DELTA GREEN",3663460,"LexiBird",7115,"Republic Of Futuria","Hospitalized",0,4.91,FALSE,2,0,1,4.91,1.23,2.21,2,1,1,1,1,1,6
"6b55ebe595f6fa353240ec1728a063d6",1747537406,1747537411,"2211446","TrickyTom","44404","S.C.A.R. - DELTA GREEN",871212,"Diego_R4",7115,"Republic Of Futuria","Attacked",1,7.92,FALSE,3,0,1,7.92,1.98,2.4,2,1,1,1.25,1,1,5
"7f851caef06b51a602dad2eb424a2022",1747538486,1747538489,"2614173","rockerguy86","44404","S.C.A.R. - DELTA GREEN",3715408,"AndrewDipreus",7074,"The New Uprising","Mugged",1,1,FALSE,1,0,0,1,0.25,1,1,1,1,1.25,1,1,3
"d17f2e93e4aa7463c0daa3acb8329583",1747538500,1747538502,"2614173","rockerguy86","44404","S.C.A.R. - DELTA GREEN",3675800,"Hurricane_CAT-6",50428,"Blade Runners","Mugged",1,1.01,FALSE,2,0,0,1.01,0.25,1.01,1,1,1,1.25,1,1,2
"27c933cd0e5a7aac857f218af9d835f7",1747538515,1747538518,"2614173","rockerguy86","44404","S.C.A.R. - DELTA GREEN",3237598,"Ahshe",52610,"Spectixen Network Brigade","Mugged",1,1.02,FALSE,3,0,0,1.02,0.26,1.02,1,1,1,1.25,1,1,3
"3b726b60ad44456f21c4fd1517fd0b2d",1747538529,1747538534,"2614173","rockerguy86","44404","S.C.A.R. - DELTA GREEN",2378542,"Vinxent9",0,"","Mugged",1,3.01,FALSE,4,0,0,3.01,0.75,3,1,1,1,1.25,1,1,5
"a6cb1d2d42003ae9c7a0798690655d0b",1747538547,1747538549,"2614173","rockerguy86","44404","S.C.A.R. - DELTA GREEN",3690111,"ItzThisGuyAgain",45635,"Ascended Punks","Mugged",1,1.02,FALSE,5,0,0,1.02,0.26,1.01,1,1,1,1.25,1,1,2
"da9701b128199adc7b2f9ed33fd0452f",1747538564,1747538567,"2614173","rockerguy86","44404","S.C.A.R. - DELTA GREEN",3640862,"IchirakuRamen",0,"","Mugged",1,1.02,FALSE,6,0,0,1.02,0.26,1.01,1,1,1,1.25,1,1,3
"69d40a617dba88b98df202b5089f5485",1747538589,1747538592,"2614173","rockerguy86","44404","S.C.A.R. - DELTA GREEN",3581002,"notAyrtonSenna",15307,"Salihli","Mugged",1,1.02,FALSE,7,0,0,1.02,0.26,1.01,1,1,1,1.25,1,1,3
"7981b03276cac7aba51894ad7c03d1f7",1747538606,1747538608,"2614173","rockerguy86","44404","S.C.A.R. - DELTA GREEN",3363378,"Addy9898",52032,"War Criminals","Mugged",1,1.02,FALSE,8,0,0,1.02,0.26,1.01,1,1,1,1.25,1,1,2
"b6e367f935c3132c22ae95ec5cffa3cc",1747538621,1747538625,"2614173","rockerguy86","44404","S.C.A.R. - DELTA GREEN",3347359,"Comboverlord",51973,"Les Miserables","Mugged",1,1.04,FALSE,9,0,0,1.04,0.26,1.03,1,1,1,1.25,1,1,4
"f9bd2111c58da6c7e937f99f69e0fa34",1747538640,1747538643,"2614173","rockerguy86","44404","S.C.A.R. - DELTA GREEN",3326552,"zx10rr",0,"","Mugged",1,10,FALSE,10,0,0,10,2.5,1.01,1,1,1,1.25,10,1,3
"73caeb0af1efa70143283ff901a4c280",1747538658,1747538660,"2614173","rockerguy86","44404","S.C.A.R. - DELTA GREEN",2864750,"Lorry1152",15046,"We Are Rising","Mugged",1,3,FALSE,11,0,0,3,0.75,2.93,1,1,1,1.25,1.01,1,2
"d596ec4ba730b4170b978745be1fddfb",1747538675,1747538677,"2614173","rockerguy86","44404","S.C.A.R. - DELTA GREEN",2365456,"Megalawls",52135,"Bunker Base","Mugged",1,1.04,FALSE,12,0,0,1.04,0.26,1.01,1,1,1,1.25,1.02,1,2
"c72aad3545cc66f7488ef0d46183f4c1",1747538690,1747538692,"2614173","rockerguy86","44404","S.C.A.R. - DELTA GREEN",3646787,"Wool3nSokz",10542,"The Fellowship of LOL","Mugged",1,1.05,FALSE,13,0,0,1.05,0.26,1.01,1,1,1,1.25,1.03,1,2
